pt	FB	rho	time	Z1	Z2	X1	XC	A	M
1.01	1	0.101	503.3577655079387	2309.5427039879255	8.018050466034412	924.2295515304403	618.6355406149511	62.630937701168506	615.4825867957154	NaN
1.01	1	0.101	503.4510943548989	2309.480772064383	8.0189303701188	924.2236453945968	618.6866581422271	62.67227672046782	615.5208070197955	NaN
1.01	1	0.101	503.544814969629	2309.4174423697327	8.019807944172554	924.2174473456313	618.7372182675342	62.71031839771884	615.5534433143848	NaN
1.01	1	0.101	503.6389959539303	2309.3526800990267	8.02068376341871	924.2109466212661	618.787255780624	62.744508397733185	615.5809976736656	NaN
1.01	1	0.101	503.7337104079711	2309.286444358389	8.021558426162994	924.2041314300549	618.8368056071185	62.774366608858045	615.6040403952263	NaN
1.01	1	0.101	503.82903181075034	2309.218691012669	8.022432514569122	924.1969891749974	618.8859005521231	62.799491506718354	615.623201382308	NaN
1.01	1	0.101	503.92502900170774	2309.149376472134	8.023306548834883	924.1895068213942	618.934568788856	62.819565172348014	615.6391618414598	NaN
1.01	1	0.101	504.02176039184405	2309.0784623750187	8.024180936362667	924.1816714213155	618.982831203699	62.834359524351136	615.6526457961083	NaN
1.01	1	0.101	504.11926768446534	2309.005920994245	8.025055918827976	924.1734707921064	619.0306987753931	62.84374398012815	615.6644105573354	NaN
1.01	1	0.101	504.217569742637	2308.9317408980114	8.02593152308751	924.1648943085105	619.0781703196536	62.847694248508155	615.6752351484384	NaN
1.01	1	0.101	504.316657953625	2308.855931788398	8.02680752781911	924.1559336862974	619.1252312256238	62.846301216691444	615.6859057827576	NaN
1.01	1	0.101	504.4164944703119	2308.778527307936	8.027683457312579	924.1465835964409	619.1718537376481	62.83977797723677	615.6971979038062	NaN
1.01	1	0.101	504.51701494454977	2308.699584314179	8.02855861509009	924.1368418866722	619.2179993543604	62.82846241262558	615.7098552295947	NaN
1.01	1	0.101	504.6181358789293	2308.6191782021792	8.029432156301189	924.1267092919725	619.2636231496375	62.81281288246608	615.7245673145273	NaN
1.01	1	0.101	504.7197656211411	2308.5373947651256	8.030303188307213	924.1161886236899	619.3086793310221	62.79339577938212	615.7419480786376	NaN
1.01	1	0.101	504.8218165327816	2308.45432041002	8.031170876740015	924.1052836125559	619.3531267745385	62.77086568856249	615.7625178722949	NaN
